,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line407,55931168,FALSE,666,2/25/2019 8:24,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_407.raw,20190219_407,20190204_PAL_filtrate_DDA.meth
line408,74838481,FALSE,666,2/25/2019 8:44,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_408.raw,20190219_408,20190204_PAL_filtrate_DIA.meth
line409,55213286,FALSE,666,2/25/2019 9:04,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_409.raw,20190219_409,20190204_PAL_filtrate_DDA.meth
line410,74497100,FALSE,666,2/25/2019 9:24,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_410.raw,20190219_410,20190204_PAL_filtrate_DIA.meth
line411,56279382,FALSE,666,2/25/2019 9:45,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_411.raw,20190219_411,20190204_PAL_filtrate_DDA.meth
line412,76168414,FALSE,666,2/25/2019 10:05,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_412.raw,20190219_412,20190204_PAL_filtrate_DIA.meth
line413,56318343,FALSE,666,2/25/2019 10:25,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_413.raw,20190219_413,20190204_PAL_filtrate_DDA.meth
line414,75988306,FALSE,666,2/25/2019 10:45,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_414.raw,20190219_414,20190204_PAL_filtrate_DIA.meth
line415,56323199,FALSE,666,2/25/2019 11:05,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_415.raw,20190219_415,20190204_PAL_filtrate_DDA.meth
line416,75723765,FALSE,666,2/25/2019 11:25,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_416.raw,20190219_416,20190204_PAL_filtrate_DIA.meth
line417,55999406,FALSE,666,2/25/2019 11:45,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_417.raw,20190219_417,20190204_PAL_filtrate_DDA.meth
line418,75869000,FALSE,666,2/25/2019 12:05,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_418.raw,20190219_418,20190204_PAL_filtrate_DIA.meth
line419,56622211,FALSE,666,2/25/2019 12:26,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_419.raw,20190219_419,20190204_PAL_filtrate_DDA.meth
line420,75926321,FALSE,666,2/25/2019 12:46,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_420.raw,20190219_420,20190204_PAL_filtrate_DIA.meth
line421,56419776,FALSE,666,2/25/2019 13:06,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_421.raw,20190219_421,20190204_PAL_filtrate_DDA.meth
line422,74992032,FALSE,666,2/25/2019 13:26,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_422.raw,20190219_422,20190204_PAL_filtrate_DIA.meth
line423,55851855,FALSE,666,2/25/2019 13:46,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_423.raw,20190219_423,20190204_PAL_filtrate_DDA.meth
line424,75423289,FALSE,666,2/25/2019 14:06,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_424.raw,20190219_424,20190204_PAL_filtrate_DIA.meth
line425,55277592,FALSE,666,2/25/2019 14:26,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_425.raw,20190219_425,20190204_PAL_filtrate_DDA.meth
line426,74165701,FALSE,666,2/25/2019 14:46,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_426.raw,20190219_426,20190204_PAL_filtrate_DIA.meth
line427,55055887,FALSE,666,2/25/2019 15:07,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_427.raw,20190219_427,20190204_PAL_filtrate_DDA.meth
line428,74013277,FALSE,666,2/25/2019 15:27,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_428.raw,20190219_428,20190204_PAL_filtrate_DIA.meth
line429,55208413,FALSE,666,2/25/2019 15:47,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_429.raw,20190219_429,20190204_PAL_filtrate_DDA.meth
line430,75118579,FALSE,666,2/25/2019 16:07,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_430.raw,20190219_430,20190204_PAL_filtrate_DIA.meth
line431,56760907,FALSE,666,2/25/2019 16:27,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_431.raw,20190219_431,20190204_PAL_filtrate_DDA.meth
line432,75078414,FALSE,666,2/25/2019 16:47,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_432.raw,20190219_432,20190204_PAL_filtrate_DIA.meth
line433,56547279,FALSE,666,2/25/2019 17:07,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_433.raw,20190219_433,20190204_PAL_filtrate_DDA.meth
line434,75861501,FALSE,666,2/25/2019 17:27,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_434.raw,20190219_434,20190204_PAL_filtrate_DIA.meth
line435,57021338,FALSE,666,2/25/2019 17:48,3/18/2019 11:27,3/18/2019 11:27,no,02_02/20190219_435.raw,20190219_435,20190204_PAL_filtrate_DDA.meth
line436,75275329,FALSE,666,2/25/2019 18:08,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_436.raw,20190219_436,20190204_PAL_filtrate_DIA.meth
line437,56685532,FALSE,666,2/25/2019 18:28,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_437.raw,20190219_437,20190204_PAL_filtrate_DDA.meth
line438,75647745,FALSE,666,2/25/2019 18:48,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_438.raw,20190219_438,20190204_PAL_filtrate_DIA.meth
line439,56670173,FALSE,666,2/25/2019 19:08,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_439.raw,20190219_439,20190204_PAL_filtrate_DDA.meth
line440,75173205,FALSE,666,2/25/2019 19:28,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_440.raw,20190219_440,20190204_PAL_filtrate_DIA.meth
line441,55809818,FALSE,666,2/25/2019 19:48,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_441.raw,20190219_441,20190204_PAL_filtrate_DDA.meth
line442,74285683,FALSE,666,2/25/2019 20:08,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_442.raw,20190219_442,20190204_PAL_filtrate_DIA.meth
line443,55624635,FALSE,666,2/25/2019 20:29,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_443.raw,20190219_443,20190204_PAL_filtrate_DDA.meth
line444,74405357,FALSE,666,2/25/2019 20:49,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_444.raw,20190219_444,20190204_PAL_filtrate_DIA.meth
line445,55833390,FALSE,666,2/25/2019 21:09,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_445.raw,20190219_445,20190204_PAL_filtrate_spike_DDA.meth
line446,74901255,FALSE,666,2/25/2019 21:30,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_446.raw,20190219_446,20190204_PAL_filtrate_DIA.meth
line447,56312183,FALSE,666,2/25/2019 21:50,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_447.raw,20190219_447,20190204_PAL_filtrate_DDA.meth
line448,76173430,FALSE,666,2/25/2019 22:10,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_448.raw,20190219_448,20190204_PAL_filtrate_DIA.meth
line449,56733282,FALSE,666,2/25/2019 22:30,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_449.raw,20190219_449,20190204_PAL_filtrate_DDA.meth
line450,75746760,FALSE,666,2/25/2019 22:50,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_450.raw,20190219_450,20190204_PAL_filtrate_DIA.meth
line451,56967151,FALSE,666,2/25/2019 23:10,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_451.raw,20190219_451,20190204_PAL_filtrate_DDA.meth
line452,77147882,FALSE,666,2/25/2019 23:30,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_452.raw,20190219_452,20190204_PAL_filtrate_DIA.meth
line453,58295343,FALSE,666,2/25/2019 23:51,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_453.raw,20190219_453,20190204_PAL_filtrate_DDA.meth
line454,77966167,FALSE,666,2/26/2019 0:11,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_454.raw,20190219_454,20190204_PAL_filtrate_DIA.meth
line455,58746734,FALSE,666,2/26/2019 0:31,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_455.raw,20190219_455,20190204_PAL_filtrate_DDA.meth
line456,78705612,FALSE,666,2/26/2019 0:51,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_456.raw,20190219_456,20190204_PAL_filtrate_DIA.meth
line457,59083159,FALSE,666,2/26/2019 1:11,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_457.raw,20190219_457,20190204_PAL_filtrate_DDA.meth
line458,79719816,FALSE,666,2/26/2019 1:31,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_458.raw,20190219_458,20190204_PAL_filtrate_DIA.meth
line459,59197495,FALSE,666,2/26/2019 1:52,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_459.raw,20190219_459,20190204_PAL_filtrate_DDA.meth
line460,80064264,FALSE,666,2/26/2019 2:12,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_460.raw,20190219_460,20190204_PAL_filtrate_DIA.meth
line461,59382128,FALSE,666,2/26/2019 2:32,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_461.raw,20190219_461,20190204_PAL_filtrate_DDA.meth
line462,80229951,FALSE,666,2/26/2019 2:52,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_462.raw,20190219_462,20190204_PAL_filtrate_DIA.meth
line463,58541464,FALSE,666,2/26/2019 3:12,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_463.raw,20190219_463,20190204_PAL_filtrate_DDA.meth
line464,79474902,FALSE,666,2/26/2019 3:32,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_464.raw,20190219_464,20190204_PAL_filtrate_DIA.meth
line465,58705120,FALSE,666,2/26/2019 3:52,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_465.raw,20190219_465,20190204_PAL_filtrate_DDA.meth
line466,79031729,FALSE,666,2/26/2019 4:12,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_466.raw,20190219_466,20190204_PAL_filtrate_DIA.meth
line467,57769103,FALSE,666,2/26/2019 4:32,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_467.raw,20190219_467,20190204_PAL_filtrate_DDA.meth
line468,78434798,FALSE,666,2/26/2019 4:53,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_468.raw,20190219_468,20190204_PAL_filtrate_DIA.meth
line469,57346563,FALSE,666,2/26/2019 5:13,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_469.raw,20190219_469,20190204_PAL_filtrate_DDA.meth
line470,78020783,FALSE,666,2/26/2019 5:33,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_470.raw,20190219_470,20190204_PAL_filtrate_DIA.meth
line471,57562873,FALSE,666,2/26/2019 5:53,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_471.raw,20190219_471,20190204_PAL_filtrate_DDA.meth
line472,78323477,FALSE,666,2/26/2019 6:13,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_472.raw,20190219_472,20190204_PAL_filtrate_DIA.meth
line473,57576982,FALSE,666,2/26/2019 6:33,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_473.raw,20190219_473,20190204_PAL_filtrate_DDA.meth
line474,77834591,FALSE,666,2/26/2019 6:53,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_474.raw,20190219_474,20190204_PAL_filtrate_DIA.meth
line475,56458702,FALSE,666,2/26/2019 7:14,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_475.raw,20190219_475,20190204_PAL_filtrate_DDA.meth
line476,75096548,FALSE,666,2/26/2019 7:34,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_476.raw,20190219_476,20190204_PAL_filtrate_DIA.meth
line477,56121676,FALSE,666,2/26/2019 7:54,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_477.raw,20190219_477,20190204_PAL_filtrate_DDA.meth
line478,75051789,FALSE,666,2/26/2019 8:14,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_478.raw,20190219_478,20190204_PAL_filtrate_DIA.meth
line479,56355590,FALSE,666,2/26/2019 8:34,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_479.raw,20190219_479,20190204_PAL_filtrate_DDA.meth
line480,75799925,FALSE,666,2/26/2019 8:54,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_480.raw,20190219_480,20190204_PAL_filtrate_DIA.meth
line481,56541352,FALSE,666,2/26/2019 9:14,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_481.raw,20190219_481,20190204_PAL_filtrate_DDA.meth
line482,75661172,FALSE,666,2/26/2019 9:34,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_482.raw,20190219_482,20190204_PAL_filtrate_DIA.meth
line483,56149326,FALSE,666,2/26/2019 9:55,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_483.raw,20190219_483,20190204_PAL_filtrate_DDA.meth
line484,75150139,FALSE,666,2/26/2019 10:15,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_484.raw,20190219_484,20190204_PAL_filtrate_DIA.meth
line485,56029352,FALSE,666,2/26/2019 10:35,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_485.raw,20190219_485,20190204_PAL_filtrate_DDA.meth
line486,75493586,FALSE,666,2/26/2019 10:55,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_486.raw,20190219_486,20190204_PAL_filtrate_DIA.meth
line487,56067821,FALSE,666,2/26/2019 11:15,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_487.raw,20190219_487,20190204_PAL_filtrate_DDA.meth
line488,75611245,FALSE,666,2/26/2019 11:35,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_488.raw,20190219_488,20190204_PAL_filtrate_DIA.meth
line489,55720354,FALSE,666,2/26/2019 11:55,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_489.raw,20190219_489,20190204_PAL_filtrate_DDA.meth
line490,74504563,FALSE,666,2/26/2019 12:16,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_490.raw,20190219_490,20190204_PAL_filtrate_DIA.meth
line491,55823778,FALSE,666,2/26/2019 12:36,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_491.raw,20190219_491,20190204_PAL_filtrate_DDA.meth
line492,74149969,FALSE,666,2/26/2019 12:56,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_492.raw,20190219_492,20190204_PAL_filtrate_DIA.meth
line493,55776798,FALSE,666,2/26/2019 13:16,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_493.raw,20190219_493,20190204_PAL_filtrate_DDA.meth
line494,74324290,FALSE,666,2/26/2019 13:36,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_494.raw,20190219_494,20190204_PAL_filtrate_DIA.meth
line495,55691174,FALSE,666,2/26/2019 13:56,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_495.raw,20190219_495,20190204_PAL_filtrate_DDA.meth
line496,74992963,FALSE,666,2/26/2019 14:16,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_496.raw,20190219_496,20190204_PAL_filtrate_DIA.meth
line497,57042770,FALSE,666,2/26/2019 14:37,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_497.raw,20190219_497,20190204_PAL_filtrate_DDA.meth
line498,76198374,FALSE,666,2/26/2019 14:57,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_498.raw,20190219_498,20190204_PAL_filtrate_DIA.meth
line499,56598566,FALSE,666,2/26/2019 15:17,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_499.raw,20190219_499,20190204_PAL_filtrate_DDA.meth
line500,75679276,FALSE,666,2/26/2019 15:37,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_500.raw,20190219_500,20190204_PAL_filtrate_DIA.meth
line501,56344355,FALSE,666,2/26/2019 15:57,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_501.raw,20190219_501,20190204_PAL_filtrate_DDA.meth
line502,58358884,FALSE,666,2/26/2019 16:17,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_502.raw,20190219_502,20190204_PAL_blank_DDA.meth
line503,56933276,FALSE,666,2/26/2019 16:37,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_503.raw,20190219_503,20190204_PAL_filtrate_DDA.meth
line504,77609480,FALSE,666,2/26/2019 16:57,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_504.raw,20190219_504,20190204_PAL_filtrate_DIA.meth
line505,58106871,FALSE,666,2/26/2019 17:17,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_505.raw,20190219_505,20190204_PAL_filtrate_DDA.meth
line506,77071128,FALSE,666,2/26/2019 17:37,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_506.raw,20190219_506,20190204_PAL_filtrate_DIA.meth
line507,56270691,FALSE,666,2/26/2019 17:58,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_507.raw,20190219_507,20190204_PAL_filtrate_DDA.meth
line508,75493730,FALSE,666,2/26/2019 18:18,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_508.raw,20190219_508,20190204_PAL_filtrate_DIA.meth
line509,56470628,FALSE,666,2/26/2019 18:38,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_509.raw,20190219_509,20190204_PAL_filtrate_DDA.meth
line510,75765968,FALSE,666,2/26/2019 18:58,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_510.raw,20190219_510,20190204_PAL_filtrate_DIA.meth
line511,56109199,FALSE,666,2/26/2019 19:18,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_511.raw,20190219_511,20190204_PAL_filtrate_DDA.meth
line512,75736555,FALSE,666,2/26/2019 19:38,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_512.raw,20190219_512,20190204_PAL_filtrate_DIA.meth
line513,56680785,FALSE,666,2/26/2019 19:58,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_513.raw,20190219_513,20190204_PAL_filtrate_DDA.meth
line514,75436080,FALSE,666,2/26/2019 20:18,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_514.raw,20190219_514,20190204_PAL_filtrate_DIA.meth
line515,56490298,FALSE,666,2/26/2019 20:39,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_515.raw,20190219_515,20190204_PAL_filtrate_DDA.meth
line516,75701702,FALSE,666,2/26/2019 20:59,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_516.raw,20190219_516,20190204_PAL_filtrate_DIA.meth
line517,56348054,FALSE,666,2/26/2019 21:19,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_517.raw,20190219_517,20190204_PAL_filtrate_DDA.meth
line518,76145057,FALSE,666,2/26/2019 21:39,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_518.raw,20190219_518,20190204_PAL_filtrate_DIA.meth
line519,56894909,FALSE,666,2/26/2019 21:59,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_519.raw,20190219_519,20190204_PAL_filtrate_DDA.meth
line520,76958279,FALSE,666,2/26/2019 22:19,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_520.raw,20190219_520,20190204_PAL_filtrate_DIA.meth
line521,56870724,FALSE,666,2/26/2019 22:39,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_521.raw,20190219_521,20190204_PAL_filtrate_DDA.meth
line522,76950676,FALSE,666,2/26/2019 23:00,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_522.raw,20190219_522,20190204_PAL_filtrate_DIA.meth
line523,57992303,FALSE,666,2/26/2019 23:20,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_523.raw,20190219_523,20190204_PAL_filtrate_DDA.meth
line524,78084244,FALSE,666,2/26/2019 23:40,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_524.raw,20190219_524,20190204_PAL_filtrate_DIA.meth
line525,58083335,FALSE,666,2/27/2019 0:00,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_525.raw,20190219_525,20190204_PAL_filtrate_DDA.meth
line526,77784756,FALSE,666,2/27/2019 0:20,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_526.raw,20190219_526,20190204_PAL_filtrate_DIA.meth
line527,58470291,FALSE,666,2/27/2019 0:40,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_527.raw,20190219_527,20190204_PAL_filtrate_DDA.meth
line528,77408147,FALSE,666,2/27/2019 1:00,3/18/2019 11:28,3/18/2019 11:28,no,02_02/20190219_528.raw,20190219_528,20190204_PAL_filtrate_DIA.meth
line529,58240949,FALSE,666,2/27/2019 1:20,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_529.raw,20190219_529,20190204_PAL_filtrate_DDA.meth
line530,77201745,FALSE,666,2/27/2019 1:41,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_530.raw,20190219_530,20190204_PAL_filtrate_DIA.meth
line531,57962876,FALSE,666,2/27/2019 2:01,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_531.raw,20190219_531,20190204_PAL_filtrate_DDA.meth
line532,76502985,FALSE,666,2/27/2019 2:21,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_532.raw,20190219_532,20190204_PAL_filtrate_DIA.meth
line533,57485943,FALSE,666,2/27/2019 2:41,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_533.raw,20190219_533,20190204_PAL_filtrate_DDA.meth
line534,76633999,FALSE,666,2/27/2019 3:01,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_534.raw,20190219_534,20190204_PAL_filtrate_DIA.meth
line535,56810342,FALSE,666,2/27/2019 3:21,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_535.raw,20190219_535,20190204_PAL_filtrate_DDA.meth
line536,75655910,FALSE,666,2/27/2019 3:41,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_536.raw,20190219_536,20190204_PAL_filtrate_DIA.meth
line537,56229485,FALSE,666,2/27/2019 4:01,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_537.raw,20190219_537,20190204_PAL_filtrate_DDA.meth
line538,75340490,FALSE,666,2/27/2019 4:22,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_538.raw,20190219_538,20190204_PAL_filtrate_DIA.meth
line539,56353850,FALSE,666,2/27/2019 4:42,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_539.raw,20190219_539,20190204_PAL_filtrate_DDA.meth
line540,75534929,FALSE,666,2/27/2019 5:02,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_540.raw,20190219_540,20190204_PAL_filtrate_DIA.meth
line541,55590878,FALSE,666,2/27/2019 5:22,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_541.raw,20190219_541,20190204_PAL_filtrate_DDA.meth
line542,74861109,FALSE,666,2/27/2019 5:42,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_542.raw,20190219_542,20190204_PAL_filtrate_DIA.meth
line543,55497369,FALSE,666,2/27/2019 6:02,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_543.raw,20190219_543,20190204_PAL_filtrate_DDA.meth
line544,74455083,FALSE,666,2/27/2019 6:22,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_544.raw,20190219_544,20190204_PAL_filtrate_DIA.meth
line545,55800414,FALSE,666,2/27/2019 6:43,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_545.raw,20190219_545,20190204_PAL_filtrate_spike_DDA.meth
line546,75818261,FALSE,666,2/27/2019 7:03,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_546.raw,20190219_546,20190204_PAL_filtrate_DIA.meth
line547,56879680,FALSE,666,2/27/2019 7:23,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_547.raw,20190219_547,20190204_PAL_filtrate_DDA.meth
line548,77019727,FALSE,666,2/27/2019 7:43,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_548.raw,20190219_548,20190204_PAL_filtrate_DIA.meth
line549,56611569,FALSE,666,2/27/2019 8:04,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_549.raw,20190219_549,20190204_PAL_filtrate_DDA.meth
line550,75220681,FALSE,666,2/27/2019 8:24,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_550.raw,20190219_550,20190204_PAL_filtrate_DIA.meth
line551,56074736,FALSE,666,2/27/2019 8:44,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_551.raw,20190219_551,20190204_PAL_filtrate_DDA.meth
line552,75740247,FALSE,666,2/27/2019 9:04,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_552.raw,20190219_552,20190204_PAL_filtrate_DIA.meth
line553,55944178,FALSE,666,2/27/2019 9:24,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_553.raw,20190219_553,20190204_PAL_filtrate_DDA.meth
line554,76142801,FALSE,666,2/27/2019 9:44,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_554.raw,20190219_554,20190204_PAL_filtrate_DIA.meth
line555,56667848,FALSE,666,2/27/2019 10:04,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_555.raw,20190219_555,20190204_PAL_filtrate_DDA.meth
line556,75943573,FALSE,666,2/27/2019 10:24,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_556.raw,20190219_556,20190204_PAL_filtrate_DIA.meth
line557,56493617,FALSE,666,2/27/2019 10:44,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_557.raw,20190219_557,20190204_PAL_filtrate_DDA.meth
line558,75368145,FALSE,666,2/27/2019 11:05,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_558.raw,20190219_558,20190204_PAL_filtrate_DIA.meth
line559,56501482,FALSE,666,2/27/2019 11:25,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_559.raw,20190219_559,20190204_PAL_filtrate_DDA.meth
line560,75566531,FALSE,666,2/27/2019 11:45,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_560.raw,20190219_560,20190204_PAL_filtrate_DIA.meth
line561,56297493,FALSE,666,2/27/2019 12:05,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_561.raw,20190219_561,20190204_PAL_filtrate_DDA.meth
line562,75405704,FALSE,666,2/27/2019 12:25,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_562.raw,20190219_562,20190204_PAL_filtrate_DIA.meth
line563,56373044,FALSE,666,2/27/2019 12:45,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_563.raw,20190219_563,20190204_PAL_filtrate_DDA.meth
line564,75390165,FALSE,666,2/27/2019 13:05,3/18/2019 11:29,3/18/2019 11:29,no,02_02/20190219_564.raw,20190219_564,20190204_PAL_filtrate_DIA.meth
