,size,isdir,mode,mtime,ctime,atime,exe,file_full,filename,method
line91,58669069,FALSE,666,2/20/2019 21:29,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_091.raw,20190219_091,20190204_PAL_filtrate_DDA.meth
line92,78294395,FALSE,666,2/20/2019 21:49,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_092.raw,20190219_092,20190204_PAL_filtrate_DIA.meth
line93,59516763,FALSE,666,2/20/2019 22:09,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_093.raw,20190219_093,20190204_PAL_filtrate_DDA.meth
line94,79179711,FALSE,666,2/20/2019 22:29,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_094.raw,20190219_094,20190204_PAL_filtrate_DIA.meth
line95,59418583,FALSE,666,2/20/2019 22:49,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_095.raw,20190219_095,20190204_PAL_filtrate_DDA.meth
line96,79878972,FALSE,666,2/20/2019 23:09,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_096.raw,20190219_096,20190204_PAL_filtrate_DIA.meth
line97,60275278,FALSE,666,2/20/2019 23:29,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_097.raw,20190219_097,20190204_PAL_filtrate_DDA.meth
line98,80479492,FALSE,666,2/20/2019 23:50,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_098.raw,20190219_098,20190204_PAL_filtrate_DIA.meth
line99,60002066,FALSE,666,2/21/2019 0:10,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_099.raw,20190219_099,20190204_PAL_filtrate_DDA.meth
line100,80185858,FALSE,666,2/21/2019 0:30,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_100.raw,20190219_100,20190204_PAL_filtrate_DIA.meth
line101,60704205,FALSE,666,2/21/2019 0:50,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_101.raw,20190219_101,20190204_PAL_filtrate_DDA.meth
line102,80598547,FALSE,666,2/21/2019 1:10,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_102.raw,20190219_102,20190204_PAL_filtrate_DIA.meth
line103,60380499,FALSE,666,2/21/2019 1:30,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_103.raw,20190219_103,20190204_PAL_filtrate_DDA.meth
line104,81427244,FALSE,666,2/21/2019 1:50,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_104.raw,20190219_104,20190204_PAL_filtrate_DIA.meth
line105,59264029,FALSE,666,2/21/2019 2:10,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_105.raw,20190219_105,20190204_PAL_filtrate_DDA.meth
line106,81232981,FALSE,666,2/21/2019 2:31,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_106.raw,20190219_106,20190204_PAL_filtrate_DIA.meth
line107,58959221,FALSE,666,2/21/2019 2:51,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_107.raw,20190219_107,20190204_PAL_filtrate_DDA.meth
line108,81125741,FALSE,666,2/21/2019 3:11,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_108.raw,20190219_108,20190204_PAL_filtrate_DIA.meth
line109,58881972,FALSE,666,2/21/2019 3:31,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_109.raw,20190219_109,20190204_PAL_filtrate_DDA.meth
line110,80658845,FALSE,666,2/21/2019 3:51,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_110.raw,20190219_110,20190204_PAL_filtrate_DIA.meth
line111,59256790,FALSE,666,2/21/2019 4:11,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_111.raw,20190219_111,20190204_PAL_filtrate_DDA.meth
line112,80385793,FALSE,666,2/21/2019 4:31,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_112.raw,20190219_112,20190204_PAL_filtrate_DIA.meth
line113,58629690,FALSE,666,2/21/2019 4:51,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_113.raw,20190219_113,20190204_PAL_filtrate_DDA.meth
line114,80357353,FALSE,666,2/21/2019 5:11,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_114.raw,20190219_114,20190204_PAL_filtrate_DIA.meth
line115,58934758,FALSE,666,2/21/2019 5:32,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_115.raw,20190219_115,20190204_PAL_filtrate_DDA.meth
line116,79878751,FALSE,666,2/21/2019 5:52,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_116.raw,20190219_116,20190204_PAL_filtrate_DIA.meth
line117,58232860,FALSE,666,2/21/2019 6:12,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_117.raw,20190219_117,20190204_PAL_filtrate_DDA.meth
line118,79241164,FALSE,666,2/21/2019 6:32,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_118.raw,20190219_118,20190204_PAL_filtrate_DIA.meth
line119,58306852,FALSE,666,2/21/2019 6:52,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_119.raw,20190219_119,20190204_PAL_filtrate_DDA.meth
line120,78771679,FALSE,666,2/21/2019 7:12,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_120.raw,20190219_120,20190204_PAL_filtrate_DIA.meth
line121,58318185,FALSE,666,2/21/2019 7:32,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_121.raw,20190219_121,20190204_PAL_filtrate_DDA.meth
line122,77231700,FALSE,666,2/21/2019 7:52,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_122.raw,20190219_122,20190204_PAL_filtrate_DIA.meth
line123,57024892,FALSE,666,2/21/2019 8:13,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_123.raw,20190219_123,20190204_PAL_filtrate_DDA.meth
line124,77678761,FALSE,666,2/21/2019 8:33,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_124.raw,20190219_124,20190204_PAL_filtrate_DIA.meth
line125,57861133,FALSE,666,2/21/2019 8:53,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_125.raw,20190219_125,20190204_PAL_filtrate_DDA.meth
line126,77948021,FALSE,666,2/21/2019 9:13,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_126.raw,20190219_126,20190204_PAL_filtrate_DIA.meth
line127,57805366,FALSE,666,2/21/2019 9:33,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_127.raw,20190219_127,20190204_PAL_filtrate_DDA.meth
line128,58097948,FALSE,666,2/21/2019 9:53,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_128.raw,20190219_128,20190204_PAL_blank_DDA.meth
line129,57420541,FALSE,666,2/21/2019 10:13,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_129.raw,20190219_129,20190204_PAL_filtrate_DDA.meth
line130,77544693,FALSE,666,2/21/2019 10:33,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_130.raw,20190219_130,20190204_PAL_filtrate_DIA.meth
line131,57969372,FALSE,666,2/21/2019 10:53,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_131.raw,20190219_131,20190204_PAL_filtrate_DDA.meth
line132,77361781,FALSE,666,2/21/2019 11:14,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_132.raw,20190219_132,20190204_PAL_filtrate_DIA.meth
line133,57506210,FALSE,666,2/21/2019 11:34,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_133.raw,20190219_133,20190204_PAL_filtrate_DDA.meth
line134,77234633,FALSE,666,2/21/2019 11:54,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_134.raw,20190219_134,20190204_PAL_filtrate_DIA.meth
line135,57923812,FALSE,666,2/21/2019 12:14,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_135.raw,20190219_135,20190204_PAL_filtrate_DDA.meth
line136,77802633,FALSE,666,2/21/2019 12:34,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_136.raw,20190219_136,20190204_PAL_filtrate_DIA.meth
line137,58048378,FALSE,666,2/21/2019 12:54,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_137.raw,20190219_137,20190204_PAL_filtrate_DDA.meth
line138,77169797,FALSE,666,2/21/2019 13:14,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_138.raw,20190219_138,20190204_PAL_filtrate_DIA.meth
line139,58295254,FALSE,666,2/21/2019 13:34,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_139.raw,20190219_139,20190204_PAL_filtrate_DDA.meth
line140,77263898,FALSE,666,2/21/2019 13:54,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_140.raw,20190219_140,20190204_PAL_filtrate_DIA.meth
line141,58222621,FALSE,666,2/21/2019 14:15,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_141.raw,20190219_141,20190204_PAL_filtrate_DDA.meth
line142,77350770,FALSE,666,2/21/2019 14:35,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_142.raw,20190219_142,20190204_PAL_filtrate_DIA.meth
line143,57930588,FALSE,666,2/21/2019 14:55,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_143.raw,20190219_143,20190204_PAL_filtrate_DDA.meth
line144,78054131,FALSE,666,2/21/2019 15:15,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_144.raw,20190219_144,20190204_PAL_filtrate_DIA.meth
line145,58194884,FALSE,666,2/21/2019 15:36,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_145.raw,20190219_145,20190204_PAL_filtrate_spike_DDA.meth
line146,77540853,FALSE,666,2/21/2019 15:56,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_146.raw,20190219_146,20190204_PAL_filtrate_DIA.meth
line147,58316622,FALSE,666,2/21/2019 16:16,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_147.raw,20190219_147,20190204_PAL_filtrate_DDA.meth
line148,77888751,FALSE,666,2/21/2019 16:36,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_148.raw,20190219_148,20190204_PAL_filtrate_DIA.meth
line149,58194694,FALSE,666,2/21/2019 16:56,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_149.raw,20190219_149,20190204_PAL_filtrate_DDA.meth
line150,76936373,FALSE,666,2/21/2019 17:16,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_150.raw,20190219_150,20190204_PAL_filtrate_DIA.meth
line151,57434329,FALSE,666,2/21/2019 17:37,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_151.raw,20190219_151,20190204_PAL_filtrate_DDA.meth
line152,76993036,FALSE,666,2/21/2019 17:57,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_152.raw,20190219_152,20190204_PAL_filtrate_DIA.meth
line153,58389741,FALSE,666,2/21/2019 18:17,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_153.raw,20190219_153,20190204_PAL_filtrate_DDA.meth
line154,77518978,FALSE,666,2/21/2019 18:37,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_154.raw,20190219_154,20190204_PAL_filtrate_DIA.meth
line155,57939177,FALSE,666,2/21/2019 18:57,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_155.raw,20190219_155,20190204_PAL_filtrate_DDA.meth
line156,76371351,FALSE,666,2/21/2019 19:17,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_156.raw,20190219_156,20190204_PAL_filtrate_DIA.meth
line157,57812065,FALSE,666,2/21/2019 19:37,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_157.raw,20190219_157,20190204_PAL_filtrate_DDA.meth
line158,76754662,FALSE,666,2/21/2019 19:57,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_158.raw,20190219_158,20190204_PAL_filtrate_DIA.meth
line159,57800256,FALSE,666,2/21/2019 20:17,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_159.raw,20190219_159,20190204_PAL_filtrate_DDA.meth
line160,76810428,FALSE,666,2/21/2019 20:38,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_160.raw,20190219_160,20190204_PAL_filtrate_DIA.meth
line161,58215239,FALSE,666,2/21/2019 20:58,3/18/2019 11:24,3/18/2019 11:24,no,02_01/20190219_161.raw,20190219_161,20190204_PAL_filtrate_DDA.meth
line162,77125806,FALSE,666,2/21/2019 21:18,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_162.raw,20190219_162,20190204_PAL_filtrate_DIA.meth
line163,58485032,FALSE,666,2/21/2019 21:38,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_163.raw,20190219_163,20190204_PAL_filtrate_DDA.meth
line164,77205768,FALSE,666,2/21/2019 21:58,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_164.raw,20190219_164,20190204_PAL_filtrate_DIA.meth
line165,58737155,FALSE,666,2/21/2019 22:18,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_165.raw,20190219_165,20190204_PAL_filtrate_DDA.meth
line166,78350467,FALSE,666,2/21/2019 22:38,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_166.raw,20190219_166,20190204_PAL_filtrate_DIA.meth
line167,59580220,FALSE,666,2/21/2019 22:59,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_167.raw,20190219_167,20190204_PAL_filtrate_DDA.meth
line168,78901933,FALSE,666,2/21/2019 23:19,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_168.raw,20190219_168,20190204_PAL_filtrate_DIA.meth
line169,59502363,FALSE,666,2/21/2019 23:39,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_169.raw,20190219_169,20190204_PAL_filtrate_DDA.meth
line170,59565123,FALSE,666,2/21/2019 23:59,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_170.raw,20190219_170,20190204_PAL_blank_DDA.meth
line171,59057144,FALSE,666,2/22/2019 0:19,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_171.raw,20190219_171,20190204_PAL_filtrate_DDA.meth
line172,78908932,FALSE,666,2/22/2019 0:39,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_172.raw,20190219_172,20190204_PAL_filtrate_DIA.meth
line173,60516556,FALSE,666,2/22/2019 0:59,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_173.raw,20190219_173,20190204_PAL_filtrate_DDA.meth
line174,80400942,FALSE,666,2/22/2019 1:19,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_174.raw,20190219_174,20190204_PAL_filtrate_DIA.meth
line175,60182702,FALSE,666,2/22/2019 1:39,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_175.raw,20190219_175,20190204_PAL_filtrate_DDA.meth
line176,80609362,FALSE,666,2/22/2019 2:00,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_176.raw,20190219_176,20190204_PAL_filtrate_DIA.meth
line177,59423100,FALSE,666,2/22/2019 2:20,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_177.raw,20190219_177,20190204_PAL_filtrate_DDA.meth
line178,80976662,FALSE,666,2/22/2019 2:40,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_178.raw,20190219_178,20190204_PAL_filtrate_DIA.meth
line179,59144102,FALSE,666,2/22/2019 3:00,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_179.raw,20190219_179,20190204_PAL_filtrate_DDA.meth
line180,80037035,FALSE,666,2/22/2019 3:20,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_180.raw,20190219_180,20190204_PAL_filtrate_DIA.meth
line181,59668755,FALSE,666,2/22/2019 3:40,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_181.raw,20190219_181,20190204_PAL_filtrate_DDA.meth
line182,80522287,FALSE,666,2/22/2019 4:00,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_182.raw,20190219_182,20190204_PAL_filtrate_DIA.meth
line183,59217152,FALSE,666,2/22/2019 4:20,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_183.raw,20190219_183,20190204_PAL_filtrate_DDA.meth
line184,79945573,FALSE,666,2/22/2019 4:41,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_184.raw,20190219_184,20190204_PAL_filtrate_DIA.meth
line185,58209543,FALSE,666,2/22/2019 5:01,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_185.raw,20190219_185,20190204_PAL_filtrate_DDA.meth
line186,78981378,FALSE,666,2/22/2019 5:21,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_186.raw,20190219_186,20190204_PAL_filtrate_DIA.meth
line187,57612401,FALSE,666,2/22/2019 5:41,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_187.raw,20190219_187,20190204_PAL_filtrate_DDA.meth
line188,78930005,FALSE,666,2/22/2019 6:01,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_188.raw,20190219_188,20190204_PAL_filtrate_DIA.meth
line189,57974448,FALSE,666,2/22/2019 6:21,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_189.raw,20190219_189,20190204_PAL_filtrate_DDA.meth
line190,78911909,FALSE,666,2/22/2019 6:41,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_190.raw,20190219_190,20190204_PAL_filtrate_DIA.meth
line191,58141904,FALSE,666,2/22/2019 7:01,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_191.raw,20190219_191,20190204_PAL_filtrate_DDA.meth
line192,77878767,FALSE,666,2/22/2019 7:21,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_192.raw,20190219_192,20190204_PAL_filtrate_DIA.meth
line193,58426496,FALSE,666,2/22/2019 7:42,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_193.raw,20190219_193,20190204_PAL_filtrate_DDA.meth
line194,78424052,FALSE,666,2/22/2019 8:02,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_194.raw,20190219_194,20190204_PAL_filtrate_DIA.meth
line195,58192279,FALSE,666,2/22/2019 8:22,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_195.raw,20190219_195,20190204_PAL_filtrate_DDA.meth
line196,78057240,FALSE,666,2/22/2019 8:42,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_196.raw,20190219_196,20190204_PAL_filtrate_DIA.meth
line197,57849016,FALSE,666,2/22/2019 9:02,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_197.raw,20190219_197,20190204_PAL_filtrate_DDA.meth
line198,78355229,FALSE,666,2/22/2019 9:22,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_198.raw,20190219_198,20190204_PAL_filtrate_DIA.meth
line199,57424777,FALSE,666,2/22/2019 9:42,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_199.raw,20190219_199,20190204_PAL_filtrate_DDA.meth
line200,77729828,FALSE,666,2/22/2019 10:02,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_200.raw,20190219_200,20190204_PAL_filtrate_DIA.meth
line201,57816665,FALSE,666,2/22/2019 10:23,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_201.raw,20190219_201,20190204_PAL_filtrate_DDA.meth
line202,78047961,FALSE,666,2/22/2019 10:43,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_202.raw,20190219_202,20190204_PAL_filtrate_DIA.meth
line203,58179906,FALSE,666,2/22/2019 11:03,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_203.raw,20190219_203,20190204_PAL_filtrate_DDA.meth
line204,78854807,FALSE,666,2/22/2019 11:23,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_204.raw,20190219_204,20190204_PAL_filtrate_DIA.meth
line205,57514069,FALSE,666,2/22/2019 11:43,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_205.raw,20190219_205,20190204_PAL_filtrate_DDA.meth
line206,78513119,FALSE,666,2/22/2019 12:03,3/18/2019 11:25,3/18/2019 11:25,no,02_01/20190219_206.raw,20190219_206,20190204_PAL_filtrate_DIA.meth
line207,58678566,FALSE,666,2/22/2019 12:23,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_207.raw,20190219_207,20190204_PAL_filtrate_DDA.meth
line208,57991598,FALSE,666,2/22/2019 13:25,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_208.raw,20190219_208,20190204_PAL_vial_novalve_DDA.meth
line209,57614316,FALSE,666,2/22/2019 13:45,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_209.raw,20190219_209,20190204_PAL_blank_DDA.meth
line210,55059413,FALSE,666,2/22/2019 14:06,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_210.raw,20190219_210,20190204_PAL_vial_novalve_DDA.meth
line211,54734391,FALSE,666,2/22/2019 14:26,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_211.raw,20190219_211,20190204_PAL_vial_novalve_DDA.meth
line212,76115403,FALSE,666,2/22/2019 14:46,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_212.raw,20190219_212,20190204_PAL_filtrate_DIA.meth
line213,59124664,FALSE,666,2/22/2019 15:06,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_213.raw,20190219_213,20190204_PAL_filtrate_DDA.meth
line214,76407979,FALSE,666,2/22/2019 15:26,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_214.raw,20190219_214,20190204_PAL_filtrate_DIA.meth
line215,58649568,FALSE,666,2/22/2019 15:47,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_215.raw,20190219_215,20190204_PAL_filtrate_DDA.meth
line216,76128585,FALSE,666,2/22/2019 16:07,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_216.raw,20190219_216,20190204_PAL_filtrate_DIA.meth
line217,57654316,FALSE,666,2/22/2019 16:27,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_217.raw,20190219_217,20190204_PAL_filtrate_DDA.meth
line218,76422851,FALSE,666,2/22/2019 16:47,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_218.raw,20190219_218,20190204_PAL_filtrate_DIA.meth
line219,58604810,FALSE,666,2/22/2019 17:07,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_219.raw,20190219_219,20190204_PAL_filtrate_DDA.meth
line220,77029045,FALSE,666,2/22/2019 17:27,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_220.raw,20190219_220,20190204_PAL_filtrate_DIA.meth
line221,58817000,FALSE,666,2/22/2019 17:47,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_221.raw,20190219_221,20190204_PAL_filtrate_DDA.meth
line222,76202392,FALSE,666,2/22/2019 18:07,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_222.raw,20190219_222,20190204_PAL_filtrate_DIA.meth
line223,380562,FALSE,666,2/22/2019 18:07,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_223.raw,20190219_223,20190204_PAL_filtrate_DDA.meth
line224,77096924,FALSE,666,2/22/2019 18:59,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_224.raw,20190219_224,20190204_PAL_filtrate_DIA.meth
line225,58488089,FALSE,666,2/22/2019 19:19,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_225.raw,20190219_225,20190204_PAL_filtrate_DDA.meth
line226,76656033,FALSE,666,2/22/2019 19:39,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_226.raw,20190219_226,20190204_PAL_filtrate_DIA.meth
line227,57786249,FALSE,666,2/22/2019 19:59,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_227.raw,20190219_227,20190204_PAL_filtrate_DDA.meth
line228,58858987,FALSE,666,2/22/2019 20:20,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_228.raw,20190219_228,20190204_PAL_blank_DDA.meth
line229,57126051,FALSE,666,2/22/2019 20:40,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_229.raw,20190219_229,20190204_PAL_filtrate_DDA.meth
line230,75518275,FALSE,666,2/22/2019 21:00,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_230.raw,20190219_230,20190204_PAL_filtrate_DIA.meth
line231,58236285,FALSE,666,2/22/2019 21:20,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_231.raw,20190219_231,20190204_PAL_filtrate_DDA.meth
line232,76777564,FALSE,666,2/22/2019 21:40,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_232.raw,20190219_232,20190204_PAL_filtrate_DIA.meth
line233,59063609,FALSE,666,2/22/2019 22:00,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_233.raw,20190219_233,20190204_PAL_filtrate_DDA.meth
line234,78521406,FALSE,666,2/22/2019 22:20,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_234.raw,20190219_234,20190204_PAL_filtrate_DIA.meth
line235,59407950,FALSE,666,2/22/2019 22:41,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_235.raw,20190219_235,20190204_PAL_filtrate_DDA.meth
line236,77427497,FALSE,666,2/22/2019 23:01,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_236.raw,20190219_236,20190204_PAL_filtrate_DIA.meth
line237,58491929,FALSE,666,2/22/2019 23:21,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_237.raw,20190219_237,20190204_PAL_filtrate_DDA.meth
line238,77600138,FALSE,666,2/22/2019 23:41,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_238.raw,20190219_238,20190204_PAL_filtrate_DIA.meth
line239,58337378,FALSE,666,2/23/2019 0:01,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_239.raw,20190219_239,20190204_PAL_filtrate_DDA.meth
line240,77215808,FALSE,666,2/23/2019 0:21,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_240.raw,20190219_240,20190204_PAL_filtrate_DIA.meth
line241,58743696,FALSE,666,2/23/2019 0:41,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_241.raw,20190219_241,20190204_PAL_filtrate_DDA.meth
line242,77121480,FALSE,666,2/23/2019 1:01,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_242.raw,20190219_242,20190204_PAL_filtrate_DIA.meth
line243,57704036,FALSE,666,2/23/2019 1:22,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_243.raw,20190219_243,20190204_PAL_filtrate_DDA.meth
line244,76874533,FALSE,666,2/23/2019 1:42,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_244.raw,20190219_244,20190204_PAL_filtrate_DIA.meth
line245,57436820,FALSE,666,2/23/2019 2:02,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_245.raw,20190219_245,20190204_PAL_filtrate_spike_DDA.meth
line246,75970932,FALSE,666,2/23/2019 2:23,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_246.raw,20190219_246,20190204_PAL_filtrate_DIA.meth
line247,56879225,FALSE,666,2/23/2019 2:43,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_247.raw,20190219_247,20190204_PAL_filtrate_DDA.meth
line248,75627691,FALSE,666,2/23/2019 3:03,3/18/2019 11:25,3/18/2019 11:25,no,02_02/20190219_248.raw,20190219_248,20190204_PAL_filtrate_DIA.meth
